'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for COLDSTREAM Victoria for October 2025,,,,,,,,,,
Issued at 06:31 GMT on Wednesday 15 October 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
COLDSTREAM,01/10/2025,2.6,2.4, ,16.7,3.9,99,52,3.79,13.98
COLDSTREAM,02/10/2025,1.9,4.6, ,13.0,7.7,99,54,3.54,8.09
COLDSTREAM,03/10/2025,2.2,6.4, ,18.0,9.6,99,60,2.97,10.57
COLDSTREAM,04/10/2025,3.4,0.0, ,22.6,3.8,100,48,1.80,21.78
COLDSTREAM,05/10/2025,3.5,0.0, ,24.9,6.1,99,35,3.04,11.39
COLDSTREAM,06/10/2025,2.8,10.0, ,16.4,10.1,99,41,3.13,14.87
COLDSTREAM,07/10/2025,3.3,0.0, ,19.3,3.6,99,41,2.45,21.25
COLDSTREAM,08/10/2025,3.2,0.0, ,23.2,2.7,99,42,2.40,15.30
COLDSTREAM,09/10/2025,3.6,0.0, ,20.7,4.2,99,35,2.88,19.34
COLDSTREAM,10/10/2025,4.6,0.0, ,22.4,6.4,94,33,4.96,19.21
COLDSTREAM,11/10/2025,4.2,0.0, ,21.3,11.5,99,35,4.21,20.22
COLDSTREAM,12/10/2025,2.9,1.6, ,19.4,4.5,100,42,3.34,12.64
COLDSTREAM,13/10/2025,2.9,10.2, ,17.3,3.7,99,43,0.97,21.09
COLDSTREAM,14/10/2025,3.0,0.0, ,20.0,1.3,100,43,1.60,19.31
Totals:,,44.1,35.2, ,,,,,, 
