'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for WANGARATTA AERO Victoria for October 2025,,,,,,,,,,
Issued at 06:31 GMT on Wednesday 15 October 2025,,,,,,,,,,
© Copyright Commonwealth of Australia 2025 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
WANGARATTA AERO,01/10/2025,3.0,0.0, ,17.9,7.0,84,45,3.56,13.11
WANGARATTA AERO,02/10/2025, ,2.0, , ,8.4,90,44,6.43,16.45
WANGARATTA AERO,03/10/2025, , , ,17.4, ,97,61,2.98,11.48
WANGARATTA AERO,04/10/2025,3.3,0.0, ,23.1,3.0,98,45,1.15,22.51
WANGARATTA AERO,05/10/2025,4.6,0.0, ,29.1,4.2,98,21,2.08,20.89
WANGARATTA AERO,06/10/2025,2.7,0.0, ,15.7,11.9,94,45,4.14,11.45
WANGARATTA AERO,07/10/2025,3.0,0.0, ,19.3,-0.8,98,36,1.26,21.51
WANGARATTA AERO,08/10/2025,3.3,0.0, ,23.7,0.7,98,38,1.48,18.88
WANGARATTA AERO,09/10/2025,4.1,0.4, ,21.8,8.7,97,35,2.83,22.89
WANGARATTA AERO,10/10/2025,4.4,0.0, ,23.2,1.6,97,30,2.87,23.66
WANGARATTA AERO,11/10/2025,4.1,0.0, ,22.2,7.3,88,34,3.28,19.54
WANGARATTA AERO,12/10/2025,3.9,0.0, ,20.1,4.6,92,39,4.11,19.08
WANGARATTA AERO,13/10/2025,4.1,0.0, ,19.3,4.7,90,25,2.83,24.20
WANGARATTA AERO,14/10/2025,3.7,0.0, ,21.9,0.0,97,38,1.80,24.39
Totals:,,44.2,2.4, ,,,,,, 
